"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"662","ideales","ideal","7.36","1.0254"
"663","soñé","dreamed","7.36","1.0254"
"664","existir","exist","7.36","1.1911"
"665","siesta","nap","7.36","1.2578"
"666","sueldo","salary","7.36","1.2249"
"667","piano","piano","7.36","1.2415"
"668","jajaaj","jajaaj","7.36","1.7233"
"669","#felizaño","# Felizaño","7.36","1.8926"
"670","prospero","prosperous","7.36","1.3962"
"671","autonomía","autonomy","7.36","1.2578"
"672","abundantes","abundant","7.36","1.1739"
"673","artística","artistic","7.36","1.2249"
"674","bosque","forest","7.36","1.2415"
"675","satisfacer","meet","7.34","1.3342"
"676","amanecer","dawn","7.34","1.239"
"677","sincero","sincere","7.34","1.239"
"678","bebe","bebe","7.34","1.493"
"679","pacífico","Pacific","7.34","1.2056"
"680","emociones","emotions","7.34","1.2056"
"681","avanzar","advance","7.34","1.0994"
"682","alegro","Glad","7.34","1.423"
"683","latinoamericana","Latin American","7.34","1.2554"
"684","cantante","singer","7.34","0.8715"
"685","niñas","girls","7.34","1.1178"
"686","metas","goals","7.34","1.2224"
"687","igualdad","equality","7.34","1.1537"
"688","bailando","dancing","7.34","1.6734"
"689","corazon","heart","7.34","1.2715"
"690","desayunando","breakfast","7.34","0.9172"
"691","arte","art","7.34","1.423"
"692","libros","books","7.34","1.239"
"693","oportunidad","opportunity","7.34","1.1359"
"694","plantas","plants","7.34","1.0422"
"695","tecnologia","technology","7.34","1.239"
"696","enseñanza","teaching","7.34","1.0616"
"697","volando","flying","7.34","1.1178"
"698","bueno","good","7.34","1.239"
"699","apoyar","support","7.34","1.0994"
"700","dibujo","drawing","7.34","1.1713"
"701","games","games","7.34","1.2056"
"702","excited","excited","7.34","1.2554"
"703","photos","photos","7.34","1.2715"
"704","hogares","homes","7.34","1.2715"
"705","juegan","play","7.34","1.1359"
"706","buenos","good","7.34","1.1886"
"707","almorzar","lunch","7.32","1.0388"
"708","unidos","united","7.32","1.2526"
"709","brother","brother","7.32","1.1856"
"710","intensamente","deeply","7.32","1.1328"
"711","dignidad","dignity","7.32","1.3768"
"712","talento","talent","7.32","1.1507"
"713","dance","dance","7.32","1.463"
"714","jugando","playing","7.32","1.1683"
"715","ajajaj","ajajaj","7.32","1.9213"
"716","alegra","happy","7.32","1.1507"
"717","admirable","admirable","7.32","1.2526"
"718","hello","hello","7.32","1.1507"
"719","hijos","offspring","7.32","1.5312"
"720","Ángel","Angel","7.32","1.6591"
"721","bebes","babies","7.32","1.5312"
"722","planeta","planet","7.32","1.3768"
"723","lograr","achieve","7.32","1.1328"
"724","agrada","like","7.32","1.0962"
"725","orgullosa","proud","7.32","1.463"
"726","desayunar","breakfast","7.32","0.9355"
"727","play","play","7.32","1.0962"
"728","padre","father","7.32","1.7195"
"729","libro","book","7.32","1.0774"
"730","duermes","sleep","7.32","1.3619"
"731","hahah","hahah","7.32","1.6343"
"732","ajjaja","ajjaja","7.3","1.3286"
"733","brindis","toast","7.3","1.3439"
"734","novio","groom","7.3","1.669"
"735","saludos","regards","7.3","1.0926"
"736","million","million","7.3","1.4178"
"737","duerme","sleep","7.3","1.359"
"738","querer","want","7.3","1.374"
"739","heart","heart","7.3","1.4743"
"740","fotografías","photographs","7.3","1.1294"
"741","computadora","computer","7.3","1.2817"
"742","liderazgo","leadership","7.3","1.233"
"743","poemas","poems","7.3","1.1995"
"744","wow","wow","7.3","1.5286"
"745","independencia","independence","7.3","1.1473"
"746","jiji","jiji","7.3","1.6067"
"747","guitarra","guitar","7.3","1.0738"
"748","nintendo","nintendo","7.3","1.4321"
"749","sorprendeme","Sorpréndeme","7.3","1.4178"
"750","nuevoooo","nuevoooo","7.3","1.7053"
"751","exelente","excellent","7.3","2.1595"
"752","fortalecimiento","strengthening","7.3","1.233"
"753","siiiiii","siiiiii","7.3","1.2817"
"754","nacimiento","birth","7.3","1.3286"
"755","simpson","simpson","7.3","1.2495"
"756","oportunidades","opportunities","7.3","1.1473"
"757","femenina","female","7.3","1.2976"
"758","cuento","story","7.3","1.2657"
"759","energia","energy","7.3","1.1294"
"760","jardin","garden","7.3","1.4178"
"761","beneficios","benefits","7.28","1.1436"
"762","simpsons","simpsons","7.28","1.7384"
"763","eficacia","effectiveness","7.28","1.2943"
"764","papi","Daddy","7.28","1.6665"
"765","girls","girls","7.28","1.4714"
"766","humanidad","humanity","7.28","1.4434"
"767","labios","lips","7.28","1.1613"
"768","gol","goal","7.28","1.5258"
"769","espiritual","spiritual","7.28","1.5784"
"770","hermanas","sisters","7.28","1.2296"
"771","danza","dance","7.28","1.2461"
"772","voluntad","will","7.28","1.0698"
"773","expedición","expedition","7.28","1.1073"
"774","ducha","shower","7.28","1.3708"
"775","nació","born","7.28","1.2296"
"776","concert","concert","7.28","1.5913"
"777","parejas","couples","7.28","1.2461"
"778","equidad","equity","7.28","1.1959"
"779","fotografía","photography","7.28","1.1787"
"780","salvar","save","7.28","1.0887"
"781","aceptar","accept","7.28","1.2461"
"782","graciass","graciass","7.28","1.6908"
"783","bodas","wedding","7.28","1.4852"
"784","manzana","apple","7.28","1.2296"
"785","atardecer","late afternoon","7.28","1.5654"
"786","color","color","7.28","1.1959"
"787","jijiji","hehehe","7.28","1.5913"
"788","show","show","7.26","1.1214"
"789","espectáculos","shows","7.26","1.2257"
"790","aire","air","7.26","1.0844"
"791","aniversario","anniversary","7.26","1.1572"
"792","like","like","7.26","1.3822"
"793","auténtica","authentic","7.26","1.1031"
"794","contigo","with you","7.26","1.0844"
"795","estrenos","premieres","7.26","1.3524"
"796","art","art","7.26","1.3969"
"797","campeonato","championship","7.26","1.2586"
"798","perfume","perfume","7.26","1.3524"
"799","angel","Angel","7.26","1.5493"
"800","jesucristo","Christ","7.26","1.9358"
"801","siiiii","siiiii","7.26","1.6264"
"802","gold","gold","7.26","1.7001"
"803","super","Super","7.26","1.2423"
"804","universitario","academic","7.26","1.192"
"805","habilidad","ability","7.26","1.1031"
"806","compartir","share","7.26","0.9858"
"807","casa","home","7.26","1.4682"
"808","compañero","mate","7.26","1.0654"
"809","interesantes","interesting","7.26","1.1572"
"810","magia","magic","7.26","1.1747"
"811","jajajjaa","jajajjaa","7.26","2.2661"
"812","whisky","whiskey","7.26","1.5754"
"813","relacion","relationship","7.26","1.482"
"814","felicidade","felicidade","7.26","1.688"
"815","especial","special","7.26","1.2747"
"816","museo","museum","7.26","1.4957"
"817","gusto","taste","7.26","1.209"
"818","holaaaa","holaaaa","7.26","1.5754"
"819","foto","photo","7.26","1.2257"
"820","soñe","Dream","7.26","1.3219"
"821","cama","bed","7.24","1.2867"
"822","progreso","progress","7.24","1.3024"
"823","crear","create","7.24","1.2382"
"824","original","original","7.24","1.2545"
"825","profesionales","Professional","7.24","1.2545"
"826","animación","animation","7.24","1.0606"
"827","ingenio","wit","7.24","1.0797"
"828","deseo","desire","7.24","1.0214"
"829","respirar","breathe","7.24","1.0797"
"830","museos","museums","7.24","1.1704"
"831","humildad","humility","7.24","1.4647"
"832","fieles","faithful","7.24","1.6606"
"833","universidad","university","7.24","1.3486"
"834","together","together","7.24","1.2545"
"835","almuerzo","lunch","7.24","0.9806"
"836","1º","1st","7.24","1.5328"
"837","jóvenes","young","7.24","1.1704"
"838","playstation","playstation","7.24","1.4223"
"839","apuesto","dapper","7.24","1.2867"
"840","cute","cute","7.24","1.2707"
"841","natural","natural","7.24","1.0606"
"842","sexualidad","sexuality","7.24","1.0214"
"843","perro","dog","7.24","1.5722"
"844","liberación","release","7.24","1.0412"
"845","tolerancia","tolerance","7.24","1.2048"
"846","aspiraciones","aspirations","7.24","1.1528"
"847","pensamientos","thinking","7.24","1.3786"
"848","holaaa","holaaa","7.24","1.6107"
"849","poética","poetics","7.22","1.2501"
"850","nueva","new","7.22","1.0746"
"851","destacar","highlight","7.22","1.2171"
"852","imaginas","imagine","7.22","1.2824"
"853","dama","lady","7.22","1.1301"
"854","valorar","assess","7.22","1.1119"
"855","dólares","dollars","7.22","1.4886"
"856","almohada","pillow","7.22","1.2337"
"857","vinos","wines","7.22","1.183"
"858","jejejej","jejejej","7.22","1.4039"
"859","adoroo","adoroo","7.22","1.5158"
"860","modelos","models","7.22","1.1657"
"861","amanece","dawns","7.22","1.2982"
"862","aplauso","applause","7.22","0.9957"
"863","leer","read","7.22","1.4184"
"864","muchísimo","lot","7.22","1.183"
"865","#añonuevo","# NewYears","7.22","1.8767"
"866","hijas","daughters","7.22","1.2002"
"867","jajaj","jajaj","7.22","1.2982"
"868","disney","disney","7.22","1.6073"
"869","conmigo","me","7.22","1.1301"
"870","divina","divine","7.22","1.3138"
"871","facilidad","ease","7.22","1.183"
"872","abundante","abundant","7.22","1.2171"
"873","spa","spa","7.22","1.4886"
"874","descansa","rests","7.2","1.3553"
"875","culturales","cultural","7.2","1.2454"
"876","tierno","tender","7.2","1.3702"
"877","méritos","merits","7.2","1.3851"
"878","feria","fair","7.2","1.3851"
"879","congrats","congrats","7.2","1.2617"
"880","diciembre","December","7.2","1.6537"
"881","#felizaño2012","# Felizaño2012","7.2","1.9272"
"882","aceptación","acceptance","7.2","1.3702"
"883","convivencia","coexistence","7.2","1.2778"
"884","modernos","Modern","7.2","1.3248"
"885","water","water","7.2","1.4846"
"886","#videogames","# Videogames","7.2","1.8183"
"887","true","true","7.2","1.2289"
"888","wikipedia","wikipedia","7.2","1.3401"
"889","correcto","correct","7.2","1.3093"
"890","ética","ethics","7.2","1.178"
"891","vanguardia","vanguard","7.2","1.2289"
"892","artistas","artists","7.2","1.2778"
"893","grandes","large","7.2","1.3553"
"894","quierooo","quierooo","7.2","1.8295"
"895","correctamente","correctly","7.2","1.2454"
"896","durmiendo","sleeping","7.2","1.3093"
"897","dios","god","7.2","1.9483"
"898","gustas","like you","7.2","1.2289"
"899","comics","comics","7.2","1.3248"
"900","adelante","forward","7.2","1.2289"
"901","aprendizaje","learning","7.2","1.4142"
"902","coche","car","7.2","1.4569"
"903","niña","girl","7.2","1.2778"
"904","verte","see","7.2","1.3093"
"905","apreciar","appreciate","7.2","1.2122"
"906","ahorro","saving","7.2","1.3997"
"907","cool","cool","7.18","1.4525"
"908","nuevoo","nuevoo","7.18","1.7692"
"909","inolvidables","unforgettable","7.18","1.2403"
"910","titulado","qualified","7.18","1.4803"
"911","millones","million","7.18","1.5739"
"912","educación","education","7.18","1.2403"
"913","pensar","think","7.18","1.32"
"914","jojojo","jojojo","7.18","1.8035"
"915","mom","mom","7.18","1.4803"
"916","payday","payday","7.18","1.8811"
"917","sentimiento","feeling","7.18","1.0631"
"918","verdadera","true","7.18","1.1192"
"919","productivo","productive","7.18","1.4941"
"920","patrimonio","heritage","7.18","1.5477"
"921","beneficio","benefit","7.18","1.1192"
"922","interesante","interesting","7.18","0.919"
"923","justicia","justice","7.18","1.5609"
"924","#feliz2012","# Feliz2012","7.18","1.7692"
"925","turística","tour","7.18","1.1551"
"926","destacado","outstanding","7.18","1.1726"
"927","quieroooo","quieroooo","7.18","1.8811"
"928","océano","ocean","7.18","1.5211"
"929","mejoramiento","improvement","7.18","1.1899"
"930","teatro","theater","7.18","1.2567"
"931","alcanzar","achieve","7.18","1.3656"
"932","cuentos","stories","7.18","1.1726"
"933","ascenso","ascent","7.18","1.5609"
"934","divino","divine","7.18","1.6622"
"935","genio","genius","7.18","1.5996"
"936","computadoras","computers","7.18","1.0631"
"937","gustan","like","7.18","1.1008"
"938","saber","know","7.18","1.207"
"939","lujo","luxury","7.18","1.5211"
"940","fácil","easy","7.18","1.1726"
"941","resuelto","resolved","7.16","1.4194"
"942","sorprende","surprising","7.16","1.1669"
"943","caballero","gentleman","7.16","1.3756"
"944","viajeros","Travelers","7.16","1.2513"
"945","jejej","jejej","7.16","1.3303"
"946","chica","girl","7.16","1.2675"
"947","gano","win","7.16","1.3456"
"948","thank","thank","7.16","1.5954"
"949","universitaria","university","7.16","1.2675"
"950","digno","worthy","7.16","1.1843"
"951","favorable","favorable","7.16","1.1314"
"952","azúcar","sugar","7.16","1.2349"
"953","higiene","hygiene","7.16","1.4896"
"954","fauna","fauna","7.16","1.2014"
"955","unido","attached","7.16","1.1669"
"956","paseo","ride","7.16","1.1843"
"957","respetar","respect","7.16","1.0373"
"958","bonos","bonds","7.16","1.2835"
"959","verdaderos","true","7.16","1.1493"
"960","comiendo","eating","7.16","1.2014"
"961","spanish","spanish","7.16","1.4049"
"962","graciias","graciias","7.16","1.8111"
"963","siii","yeah","7.16","1.8883"
"964","invento","invention","7.16","1.4479"
"965","tú","you","7.16","1.3303"
"966","sii","sii","7.16","1.6704"
"967","sabor","flavor","7.16","1.1493"
"968","jajja","jajja","7.14","1.6904"
"969","fotos","Photos","7.14","1.1068"
"970","quiero","I want","7.14","1.1068"
"971","existencia","existence","7.14","1.1608"
"972","canto","singing","7.14","1.1954"
"973","aprendí","learned","7.14","1.2124"
"974","union","junction","7.14","1.143"
"975","cafe","coffee","7.14","1.4848"
"976","valor","value","7.14","1.3554"
"977","profesional","professional","7.14","1.4287"
"978","paris","paris","7.14","1.6538"
"979","nice","nice","7.14","1.2779"
"980","book","book","7.14","1.3554"
"981","experiencia","experience","7.14","1.0882"
"982","fuerte","strong","7.14","1.0304"
"983","rapidez","rapidity","7.14","1.1608"
"984","descubrir","discover","7.14","1.143"
"985","actitud","attitude","7.14","1.2456"
"986","buenas","good","7.14","0.9691"
"987","juvenil","youth","7.14","1.143"
"988","biblioteca","library","7.14","1.6289"
"989","queso","cheese","7.14","1.1608"
"990","broma","joke","7.14","1.4429"
"991","parque","park","7.14","1.125"
"992","mejorar","improve","7.14","1.125"
"993","verdaderamente","truly","7.14","1.3554"
"994","vino","wine","7.12","1.1183"
"995","deporte","sport","7.12","1.4377"
"996","posibilidades","odds","7.12","1.0622"
"997","quieroo","quieroo","7.12","1.4377"
"998","haha","haha","7.12","1.5338"
"999","transparencia","transparency","7.12","1.1364"
"1000","dormirme","sleep","7.12","1.3944"
"1001","fácilmente","easily","7.12","1.2061"
"1002","comedor","dining room","7.12","1.2061"
"1003","suave","soft","7.12","1.1183"
"1004","nieve","snow","7.12","1.409"
"1005","elegida","chosen","7.12","1.0812"
"1006","alma","soul","7.12","1.7916"
"1007","avanzado","advanced","7.12","1.1718"
"1008","lago","lake","7.12","1.2558"
"1009","especiales","Special","7.12","1.1718"
"1010","eficiencia","efficiency","7.12","1.2879"
"1011","conocimientos","knowledge","7.12","1.3192"
"1012","cualidades","qualities","7.12","0.9613"
"1013","goles","goals","7.12","1.6117"
"1014","emocion","emotion","7.12","1.3649"
"1015","reflexión","reflection","7.12","1.2558"
"1016","intelectuales","intellectual","7.12","1.4234"
"1017","comprendido","understood","7.12","1.1718"
"1018","vuelo","flight","7.12","1.1542"
"1019","favorites","favorites","7.12","1.6616"
"1020","comer","eat","7.12","1.3346"
"1021","piernas","legs","7.12","1.2061"
"1022","humano","human","7.1","1.1995"
"1023","audi","audi","7.1","1.4463"
"1024","salsa","sauce","7.1","1.4321"
"1025","fruto","fruit","7.1","1.0738"
"1026","money","money","7.1","1.594"
"1027","peces","fish","7.1","1.2164"
"1028","desear","wish","7.1","1.233"
"1029","emprender","undertake","7.1","1.1112"
"1030","experiencias","experiences","7.1","1.1294"
"1031","casita","cottage","7.1","1.1473"
"1032","comunicación","communication","7.1","1.233"
"1033","infinito","infinite","7.1","1.7173"
"1034","saluda","Yours","7.1","1.165"
"1035","forever","forever","7.1","1.5286"
"1036","prestigio","prestige","7.1","1.5017"
"1037","chido","chido","7.1","1.5551"
"1038","fotografia","photography","7.1","1.488"
"1039","disponible","available","7.1","1.2657"
"1040","apreciación","appreciation","7.1","1.165"
"1041","activo","active","7.1","0.9949"
"1042","posible","possible","7.1","1.1112"
"1043","alimento","food","7.1","1.2657"
"1044","seguridad","security","7.1","1.5286"
"1045","cumplido","compliment","7.1","1.0152"
"1046","rei","rei","7.1","1.4463"
"1047","canada","canada","7.1","1.5017"
"1048","joyas","jewelry","7.1","1.3439"
"1049","elegido","elected","7.1","1.2657"
"1050","hija","daughter","7.1","1.4033"
"1051","soy","am","7.1","1.4321"
"1052","futuro","future","7.1","1.3439"
"1053","jazz","jazz","7.1","1.2817"
"1054","domingos","Sundays","7.1","1.6812"
"1055","regalar","give","7.1","1.1473"
"1056","xoxo","xoxo","7.1","1.3286"
"1057","wishes","wishes","7.1","1.3439"
"1058","magos","Wizards","7.1","1.3286"
"1059","estreno","premiere","7.1","1.2817"
"1060","ok","ok","7.1","1.488"
"1061","pelis","movies","7.1","1.669"
"1062","live","live","7.1","1.1995"
"1063","abue","Grandma","7.08","1.7243"
"1064","afecto","affection","7.08","1.1036"
"1065","líder","leader","7.08","1.4961"
"1066","globo","balloon","7.08","1.3223"
"1067","licenciatura","degree","7.08","1.3377"
"1068","promoción","promotion","7.08","1.122"
"1069","sobrino","nephew","7.08","1.2911"
"1070","eficaz","effective","7.08","1.0467"
"1071","enseñar","teach","7.08","1.14"
"1072","juntos","together","7.08","1.4686"
"1073","unión","union","7.08","1.2752"
"1074","internacional","international","7.08","1.2911"
"1075","rola","rola","7.08","1.3223"
"1076","independiente","independent","7.08","1.5097"
"1077","acierto","success","7.08","1.2262"
"1078","imaginate","imagine","7.08","1.2752"
"1079","whatsapp","whatsapp","7.08","1.4686"
